job_id,phase,model,dataset,seed,artifact_dir,scored_dir,has_checkpoint,has_predictions,has_scored
p2-sciplex-scaffold-random-seed42,P2,random,sciplex_scaffold_disjoint_v2,42.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed42/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed42/scored,False,True,True
p2-sciplex-scaffold-random-seed67,P2,random,sciplex_scaffold_disjoint_v2,67.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed67/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed67/scored,False,True,True
p2-sciplex-scaffold-random-seed101,P2,random,sciplex_scaffold_disjoint_v2,101.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed101/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed101/scored,False,True,True
p2-sciplex-scaffold-mean-deterministic,P2,mean,sciplex_scaffold_disjoint_v2,,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-mean-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-mean-deterministic/scored,False,True,True
p2-sciplex-scaffold-ridge-deterministic,P2,ridge,sciplex_scaffold_disjoint_v2,,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-ridge-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-ridge-deterministic/scored,False,True,True
p2-sciplex-scaffold-oracle-deterministic,P2,oracle,sciplex_scaffold_disjoint_v2,,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-oracle-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-oracle-deterministic/scored,False,True,True
p3-tahoe-cytobridge-seed11,P3,cytobridge,tahoe,11.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed11/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed11/scored,True,True,True
p3-tahoe-random-seed11,P3,random,tahoe,11.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed11/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed11/scored,False,True,True
p3-tahoe-cytobridge-seed23,P3,cytobridge,tahoe,23.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed23/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed23/scored,True,True,True
p3-tahoe-random-seed23,P3,random,tahoe,23.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed23/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed23/scored,False,True,True
p3-tahoe-cytobridge-seed42,P3,cytobridge,tahoe,42.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed42/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed42/scored,True,True,True
p3-tahoe-random-seed42,P3,random,tahoe,42.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed42/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed42/scored,False,True,True
p3-tahoe-cytobridge-seed67,P3,cytobridge,tahoe,67.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed67/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed67/scored,True,True,True
p3-tahoe-random-seed67,P3,random,tahoe,67.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed67/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed67/scored,False,True,True
p3-tahoe-cytobridge-seed101,P3,cytobridge,tahoe,101.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed101/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-cytobridge-seed101/scored,True,True,True
p3-tahoe-random-seed101,P3,random,tahoe,101.0,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed101/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-random-seed101/scored,False,True,True
p3-tahoe-mean-deterministic,P3,mean,tahoe,,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-mean-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-mean-deterministic/scored,False,True,True
p3-tahoe-ridge-deterministic,P3,ridge,tahoe,,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-ridge-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-ridge-deterministic/scored,False,True,True
p3-tahoe-oracle-deterministic,P3,oracle,tahoe,,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-oracle-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p3-tahoe-oracle-deterministic/scored,False,True,True
